id;nombre_iniciativa;tipo_intent_negocio;tipo_intent_operativo;tipo_intent_capacidad_equipos;tipo_intent_tecnico_arquitectural;declaracion_intent;area_proponente;flujo_de_valor;metricas_de_exito;impacto_personas;datos_requeridos_ninguno;datos_requeridos_datos_publicos;datos_requeridos_datos_operativos;datos_requeridos_datos_personales;datos_requeridos_datos_confidenciales;datos_requeridos_otros;supuesto_riesgo;restricciones;sponsor;label;razonamiento;split
TST-FAC-D02;TST-FAC-D02;true;false;false;false;Sistema que ajusta el limite de descuento del vendedor de forma automatica sin aprobacion.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Operacion comercial. Criticidad media; reversible.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;test
TST-FAC-D03;TST-FAC-D03;false;true;false;false;Agente que reinicia servicios productivos ante alertas de forma autonoma sin revision.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Continuidad del servicio. Criticidad media; reversible.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;test
TST-FAC-D04;TST-FAC-D04;true;false;false;false;Sistema que envia recordatorios de cobranza personalizados al cliente sin revision.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes contactados. Criticidad media; reversible.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";Cumplimiento Ley 25.326.;Gerente de Area (persona accountable);avanza_con_redisenio;;test
TST-FAC-D05;TST-FAC-D05;false;true;false;false;Agente que cierra reclamos y responde al cliente automaticamente sin revision por caso.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes con reclamos. Criticidad media; reversible.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;test
TST-FAC-D06;TST-FAC-D06;false;true;false;false;Agente que modifica reglas de ruteo de red ante desvios de forma autonoma sin revision.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Continuidad operativa. Criticidad media; reversible.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;test
TST-FAC-D07;TST-FAC-D07;true;false;false;false;Sistema que actualiza datos de contacto del cliente en sistemas internos sin validacion.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes cuyos datos cambian. Criticidad media; reversible.";false;false;false;true;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";Cumplimiento Ley 25.326.;Gerente de Area (persona accountable);avanza_con_redisenio;;test
TST-FAC-D08;TST-FAC-D08;false;true;false;false;Agente que publica reportes a un tablero externo de forma automatica sin validacion previa.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Audiencia interna amplia. Criticidad media; reversible.";false;false;true;false;false;false;"El modelo del catalogo es adecuado; hay revision humana previa.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);avanza_con_redisenio;;test
VAR-FAC-N12;VAR-FAC-N12;false;true;false;false;Agente que ejecuta la baja laboral del empleado por score de desempenio sin intervencion.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados. Criticidad muy alta; irreversible.";false;false;false;true;false;false;"Autonomia total sobre decision irreversible de alto impacto; el ajuste no alcanza.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);no_avanza;;train
VAR-FAC-N13;VAR-FAC-N13;false;true;false;false;Agente que corta el servicio esencial al cliente por mora de forma autonoma sin revision.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes; perdida de acceso a servicio esencial. Irreversible.";false;false;false;true;false;false;"Autonomia sobre denegacion de servicio esencial; riesgo no aceptable.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);no_avanza;;train
VAR-FAC-N14;VAR-FAC-N14;false;true;false;false;"Sistema que requiere un modelo on-premise que el unico proveedor no ofrece; la nube esta vetada.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;Sin alternativa tecnica viable en el plazo.;"Prohibido procesar fuera de la organizacion; sin opcion on-premise.";Gerente de Area (persona accountable);no_avanza;;train
VAR-FAC-N15;VAR-FAC-N15;true;false;false;false;Scoring que depende de un bureau externo sin acuerdo de proteccion de datos vigente ni alternativa.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;true;false;false;"Proveedor sin acuerdo; sin alternativa en el plazo.";Cumplimiento Ley 25.326.;Gerente de Area (persona accountable);no_avanza;;train
VAR-FAC-N16;VAR-FAC-N16;true;false;false;false;Agente que ejecuta cambios vinculantes en contratos de clientes de forma autonoma sin revision.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes con contratos. Criticidad muy alta; irreversible.";false;false;false;true;false;false;"Autonomia sobre decision contractual vinculante; riesgo no aceptable.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);no_avanza;;train
VAR-FAC-N17;VAR-FAC-N17;false;true;false;false;Sistema que necesita un volumen de datos curados que no existe ni puede generarse en el plazo.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;"Sin datos de calidad suficientes; su generacion excede el plazo.";Sin dataset disponible.;Gerente de Area (persona accountable);no_avanza;;val
VAR-FAC-N18;VAR-FAC-N18;true;false;false;false;Sistema que aprueba y desembolsa creditos de forma autonoma sin revision humana.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Solicitantes de credito. Criticidad muy alta; irreversible.";false;false;false;true;false;false;"Autonomia sobre decision financiera vinculante; riesgo no aceptable.";Cumplimiento BCRA.;Gerente de Area (persona accountable);no_avanza;;val
VAR-FAC-N19;VAR-FAC-N19;false;true;false;false;Sistema que requiere infraestructura GPU no disponible ni adquirible en el plazo del proyecto.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;Sin capacidad de computo disponible en el plazo.;Presupuesto y plazo fijos.;Gerente de Area (persona accountable);no_avanza;;val
VAR-FAC-N20;VAR-FAC-N20;false;true;false;false;Agente que ejecuta retenciones sobre cuentas de clientes de forma autonoma sin revision.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes; fondos retenidos. Criticidad muy alta; irreversible.";false;false;false;true;false;false;"Autonomia sobre accion financiera irreversible; riesgo no aceptable.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);no_avanza;;val
TST-FAC-N01;TST-FAC-N01;false;true;false;false;"Sistema que depende de un proveedor cloud sin region local; los datos no pueden salir del pais.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;Sin region local ni alternativa on-premise.;Prohibida la transferencia internacional.;Gerente de Area (persona accountable);no_avanza;;test
TST-FAC-N02;TST-FAC-N02;false;true;false;false;Agente que deniega el alta de un servicio esencial al cliente de forma autonoma sin revision.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes; sin acceso a servicio esencial. Irreversible.";false;false;false;true;false;false;"Autonomia sobre denegacion de servicio esencial; riesgo no aceptable.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);no_avanza;;test
TST-FAC-N03;TST-FAC-N03;true;false;false;false;Sistema que requiere una certificacion regulatoria que no estara disponible en el horizonte del proyecto.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;true;false;false;"Certificacion pendiente sin fecha; bloquea el despliegue.";Cumplimiento obligatorio antes de produccion.;Gerente de Area (persona accountable);no_avanza;;test
TST-FAC-N04;TST-FAC-N04;false;true;false;false;Agente que ejecuta sanciones disciplinarias a empleados de forma autonoma sin intervencion.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados sancionados. Criticidad alta; irreversible.";false;false;false;true;false;false;"Autonomia sobre decision disciplinaria irreversible; riesgo no aceptable.";"Sin datos personales; revision humana previa; presupuesto acotado.";Gerente de Area (persona accountable);no_avanza;;test
TST-FAC-N05;TST-FAC-N05;false;true;false;false;Sistema que depende de una tecnologia experimental sin version productiva disponible en el plazo.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;true;false;false;false;"Tecnologia inmadura; no hay version productiva.";Plazo del proyecto no negociable.;Gerente de Area (persona accountable);no_avanza;;test
TST-FAC-N06;TST-FAC-N06;true;false;false;false;Sistema que cancela polizas de seguro de clientes de forma autonoma sin revision.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Asegurados; perdida de cobertura. Irreversible.";false;false;false;true;false;false;"Autonomia sobre denegacion de cobertura esencial; riesgo no aceptable.";Cumplimiento Superintendencia de Seguros.;Gerente de Area (persona accountable);no_avanza;;test
TST-FAC-N07;TST-FAC-N07;false;true;false;false;Sistema que exige integrar un core legacy sin API y sin posibilidad de modificacion ahora.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; no decide sobre personas. Criticidad baja.";false;false;false;false;true;false;Integracion inviable con el core actual en el plazo.;Sin presupuesto para reemplazar el core.;Gerente de Area (persona accountable);no_avanza;;test
TST-FAC-N08;TST-FAC-N08;true;false;false;false;Agente que ejecuta el cierre de cuentas bancarias de clientes de forma autonoma sin revision.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes; cuenta cerrada. Criticidad muy alta; irreversible.";false;false;false;true;false;false;"Autonomia sobre decision financiera irreversible; riesgo no aceptable.";Cumplimiento BCRA.;Gerente de Area (persona accountable);no_avanza;;test
