id;nombre_iniciativa;tipo_intent_negocio;tipo_intent_operativo;tipo_intent_capacidad_equipos;tipo_intent_tecnico_arquitectural;declaracion_intent;area_proponente;flujo_de_valor;metricas_de_exito;impacto_personas;datos_requeridos_ninguno;datos_requeridos_datos_publicos;datos_requeridos_datos_operativos;datos_requeridos_datos_personales;datos_requeridos_datos_confidenciales;datos_requeridos_otros;supuesto_riesgo;restricciones;sponsor;p1;p2;p3;p4;p5;alto_impacto;label;razonamiento;split
VAR-FG-V15;VAR-FG-V15;false;true;false;false;"Sistema que arma para el propio empleado un resumen de su actividad a partir de sus datos personales, para autoconsulta; no alimenta evaluaciones ni decisiones.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"El empleado consulta su propia actividad; no se usa en evaluaciones ni decisiones sobre personas. Criticidad baja.";false;false;false;true;false;false;"Uso interno informativo; sin proveedores externos.";"Cumplimiento Ley 25.326; sin impacto en desempeno.";Gerente de Area (persona accountable);si;No;No;No;No;No;Verde;"Verde: usa datos personales del propio empleado (P1) de forma informativa, sin decidir ni automatizar nada; conteo=1.";val
VAR-FG-A13;VAR-FG-A13;false;false;true;false;"Asistente que resume documentos internos con datos personales de empleados usando un LLM externo aun por homologar; es informativo y el autor valida antes de usar.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; informativo. Criticidad media.";false;false;false;true;false;false;"El LLM externo sera homologado antes del despliegue; revision humana.";"Cumplimiento Ley 25.326; el autor valida.";Gerente de Area (persona accountable);si;No;si;No;No;No;Amarillo;"Amarillo: datos personales (P1) y LLM externo por homologar (P3), mitigado por revision humana; sin decision directa ni riesgo legal; conteo=2.";train
VAR-FG-A14;VAR-FG-A14;true;false;false;false;"Sistema que sugiere al representante una accion de retencion segun el consumo del cliente; el representante decide que ofrecer. Plataforma interna homologada.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes via representante; el representante decide. Criticidad media.";false;false;false;true;false;false;"Plataforma interna homologada; el representante decide.";"Cumplimiento Ley 25.326 y Defensa del Consumidor; el representante decide.";Gerente de Area (persona accountable);si;si;No;No;No;No;Amarillo;"Amarillo: datos personales (P1) e influye en la oferta al cliente (P2), pero el representante decide y no hay proveedor externo ni riesgo legal; conteo=2.";train
VAR-FG-A15;VAR-FG-A15;false;true;false;false;"Sistema que analiza datos personales de clientes para generar un informe interno de calidad de servicio; un error podria exponer a la empresa a reclamos; el equipo valida el informe antes de actuar.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes analizados de forma agregada; el equipo valida. Criticidad media.";false;false;false;true;false;false;"Riesgo reputacional si el informe es erroneo; revision humana previa.";"Cumplimiento Ley 25.326; sin proveedores externos.";Gerente de Area (persona accountable);si;No;No;si;No;No;Amarillo;"Amarillo: datos personales (P1) y riesgo reputacional si el informe falla (P4), mitigado por revision humana previa; conteo=2.";val
VAR-FG-R12;VAR-FG-R12;false;true;false;false;"Agente que clasifica reclamos con un LLM externo por homologar y aplica de forma autonoma compensaciones acotadas a un catalogo aprobado (creditos menores), cerrando el caso; escala a humano solo fuera del catalogo. El efecto es reversible por el equipo de atencion.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes con reclamos; las compensaciones estan acotadas y son reversibles. Criticidad alta.";false;false;false;true;true;false;"El LLM externo sera homologado antes del despliegue; el efecto es reversible y acotado al catalogo aprobado.";"Compensaciones acotadas al catalogo aprobado; escalada a humano fuera de el; cumplimiento Defensa del Consumidor.";Gerente de Area (persona accountable);si;si;si;si;si;No;Rojo;"Rojo: cumple las 5 preguntas (datos personales, decision sobre el cliente, LLM externo por homologar, riesgo legal y ejecucion autonoma), pero la accion esta acotada a un catalogo aprobado y es reversible, por lo que alto_impacto=No y no escala a Negro; conteo=5.";train
VAR-FG-R13;VAR-FG-R13;true;false;false;false;"Agente que ajusta automaticamente beneficios del cliente dentro de bandas aprobadas usando un servicio externo por homologar; influye en la relacion comercial; los ajustes son reversibles y hay revision sistematica del log.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Clientes con ajustes acotados a bandas y reversibles. Criticidad alta.;false;false;false;true;true;false;"Servicio externo por homologar; ajustes reversibles dentro de bandas con revision sistematica del log.";"Ajustes acotados a bandas aprobadas; cumplimiento Defensa del Consumidor.";Gerente de Area (persona accountable);si;si;si;si;si;No;Rojo;"Rojo: las 5 preguntas en Si, pero los ajustes estan acotados a bandas aprobadas y son reversibles con revision del log, por lo que alto_impacto=No y no es Negro; conteo=5.";val
VAR-FG-R14;VAR-FG-R14;true;false;false;false;"Motor de scoring crediticio que perfila al cliente y condiciona el acceso al credito; usa una API externa de scoring por homologar; el analista valida y registra cada decision antes de aplicarla.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes solicitantes; el score condiciona el acceso al credito y hay perfilamiento. Criticidad muy alta.";false;false;false;true;false;false;"La API externa sera homologada antes de produccion; el analista valida cada caso antes de ejecutar.";"Cumplimiento BCRA y Ley 25.326; el analista decide; sin variables discriminatorias.";Gerente de Area (persona accountable);si;si;si;si;No;si;Rojo;"Rojo: condiciona el acceso al credito perfilando al cliente (alto_impacto=Si por naturaleza financiera y profiling), con API externa por homologar y riesgo regulatorio, pero el analista valida cada caso (P5=No), por lo que no es Negro; conteo=4.";train
VAR-FG-R15;VAR-FG-R15;true;false;false;false;"Sistema que evalua solicitudes de un beneficio financiero perfilando al cliente con un modelo externo por homologar; un comite humano aprueba cada caso antes de otorgar el beneficio.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes evaluados; decision financiera con perfilamiento. Criticidad alta.";false;false;false;true;false;false;"Modelo externo por homologar; el comite aprueba cada caso antes de actuar.";"Cumplimiento BCRA y Ley 25.326; revision humana por caso.";Gerente de Area (persona accountable);si;si;si;si;No;si;Rojo;"Rojo: decision financiera con perfilamiento (alto_impacto=Si) y modelo externo por homologar, pero el comite aprueba cada caso (P5=No); conteo=4.";val
VAR-FG-A16;VAR-FG-A16;true;false;false;false;"Modelo predictivo de churn que perfila automaticamente a mas de 100.000 clientes y publica scores en el CRM; el equipo comercial decide autonomamente que accion tomar. Framework interno certificado; el sistema no actua sobre el cliente.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Mas de 100.000 clientes perfilados; el equipo comercial decide la accion. Criticidad media.";false;false;false;true;false;false;"Framework interno certificado; el equipo decide cada accion.";"Cumplimiento Ley 25.326; el sistema no actua sobre el cliente; sin discriminacion entre cohortes.";Gerente de Area (persona accountable);si;si;No;No;No;si;Amarillo;"Amarillo: perfila a mas de 100.000 clientes (alto_impacto=Si por profiling a escala) con datos personales, pero el framework es interno certificado, sin proveedor externo ni riesgo legal y el equipo decide cada accion (P5=No); conteo=2.";train
VAR-FG-A17;VAR-FG-A17;true;false;false;false;"Sistema que segmenta y perfila a mas del 10% de la base de clientes para campanias usando un LLM externo por homologar; el responsable de marketing decide cada campania.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Mas del 10% de la base perfilada; el responsable decide. Criticidad media.";false;false;false;true;false;false;"LLM externo por homologar; el responsable decide cada campania.";"Cumplimiento Ley 25.326; el responsable decide; sin discriminacion.";Gerente de Area (persona accountable);si;si;si;No;No;si;Amarillo;"Amarillo: perfila a mas del 10% de la base (alto_impacto=Si) con LLM externo por homologar, pero el responsable decide cada campania (P5=No) y no hay riesgo legal directo; conteo=3.";val
VAR-FG-N12;VAR-FG-N12;false;true;false;false;"Agente que cancela automaticamente beneficios a empleados con cuotas vencidas en un proceso nocturno sin revision por caso; RRHH recibe un reporte al dia siguiente. La cancelacion restringe el acceso del empleado al beneficio.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados con beneficios cancelados; restriccion de acceso sin revision por caso. Criticidad alta.";false;false;false;true;false;false;"Ejecucion autonoma sin revision por caso; supervision solo ex-post.";"Cumplimiento normativa laboral y Ley 25.326; reporte ex-post a RRHH.";Gerente de Area (persona accountable);si;si;No;No;si;si;Negro;"Negro: ejecuta de forma autonoma sin revision por caso (P5=Si) una restriccion de acceso del empleado (alto_impacto por naturaleza, criterio b); el override Negro domina aunque el conteo sea 3.";train
VAR-FG-N13;VAR-FG-N13;true;false;false;false;"Pipeline que aprueba y ejecuta microcreditos de forma autonoma usando un LLM externo por homologar, sin intervencion humana por solicitud; la decision financiera es irreversible sin accion manual posterior.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes solicitantes; decision financiera autonoma e irreversible. Criticidad maxima.";false;false;false;true;true;false;"LLM externo por homologar; ejecucion autonoma e irreversible sin revision por caso.";"Cumplimiento BCRA y Ley 25.065; el cliente puede pedir revision humana ex-post.";Gerente de Area (persona accountable);si;si;si;si;si;si;Negro;"Negro: aprueba y ejecuta microcreditos de forma autonoma e irreversible sin revision por caso (P5=Si) con alto impacto financiero; el override Negro aplica; conteo=5.";val
VAR-FG-R16;VAR-FG-R16;true;false;false;false;"Agente que acredita automaticamente bonificaciones de fidelizacion a clientes acotadas a un catalogo de beneficios aprobado, sin aprobacion por caso; cada credito es reversible y queda en un log revisable.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Clientes con bonificaciones acotadas y reversibles. Criticidad alta.;false;false;false;true;false;false;"Accion autonoma acotada a un catalogo aprobado y reversible; revision del log ex-post.";"Cumplimiento Defensa del Consumidor; beneficios dentro del catalogo.";Gerente de Area (persona accountable);si;si;No;si;si;No;Rojo;"Rojo: acredita bonificaciones de forma autonoma sin revision por caso (P5=Si), pero acotadas a un catalogo aprobado y reversibles, por lo que alto_impacto=No y no es Negro; conteo=4.";val
VAR-FG-R17;VAR-FG-R17;true;false;false;false;"Asistente que ejecuta ajustes de plan dentro de bandas tarifarias aprobadas usando un LLM externo por homologar, sin aprobacion por caso; los ajustes son reversibles y se revisan por log.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Clientes con ajustes acotados a bandas y reversibles. Criticidad alta.;false;false;false;true;false;false;"LLM externo por homologar; ajuste autonomo acotado a bandas y reversible.";"Cumplimiento Defensa del Consumidor y ENACOM; ajustes dentro de banda.";Gerente de Area (persona accountable);si;si;si;si;si;No;Rojo;"Rojo: ajusta planes de forma autonoma (P5=Si) con LLM externo por homologar, pero dentro de bandas aprobadas y reversible, por lo que alto_impacto=No; conteo=5.";val
VAR-FG-R18;VAR-FG-R18;false;true;false;false;"Sistema que reprograma automaticamente turnos de clientes dentro de la grilla disponible sin aprobacion por caso; el cliente puede reagendar cuando quiera.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Clientes con turnos reprogramados de forma acotada y reversible. Criticidad alta.;false;false;false;true;false;false;Reprogramacion autonoma acotada a la grilla y reversible por el cliente.;"Cumplimiento Defensa del Consumidor; el cliente puede reagendar.";Gerente de Area (persona accountable);si;si;No;si;si;No;Rojo;"Rojo: reprograma turnos de forma autonoma (P5=Si), pero acotado a la grilla y reversible por el cliente, alto_impacto=No; conteo=4 sin proveedor externo.";val
VAR-FG-R23;VAR-FG-R23;true;false;false;false;"Agente que ejecuta reembolsos a clientes acotados a un catalogo de montos aprobado usando un LLM externo por homologar, sin aprobacion por caso; cada reembolso es reversible y queda en un log revisable.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Clientes con reembolsos acotados y reversibles. Criticidad alta.;false;false;false;true;false;false;"LLM externo por homologar; ejecucion autonoma acotada a un catalogo y reversible.";"Cumplimiento Defensa del Consumidor; montos dentro del catalogo.";Gerente de Area (persona accountable);si;si;si;si;si;No;Rojo;"Rojo: ejecuta reembolsos de forma autonoma (P5=Si) con LLM externo por homologar, pero acotados a un catalogo de montos y reversibles, alto_impacto=No; conteo=5.";val
VAR-FG-N14;VAR-FG-N14;false;true;false;false;"Agente que ejecuta automaticamente la suspension del servicio a clientes ante señales de riesgo, sin revision por caso; la suspension corta el acceso hasta una intervencion manual posterior.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes suspendidos; corte de acceso al servicio. Criticidad muy alta.";false;false;false;true;false;false;Corte de servicio (denegacion de acceso, criterio b) autonomo sin revision por caso.;Cumplimiento Defensa del Consumidor y ENACOM.;Gerente de Area (persona accountable);si;si;No;si;si;si;Negro;"Negro: corta el servicio (denegacion de acceso, criterio b) de forma autonoma sin revision por caso (P5=Si) y alto impacto; conteo=4.";val
VAR-FG-N15;VAR-FG-N15;false;true;false;false;"Sistema que ejecuta automaticamente la baja definitiva de cuentas inactivas y borra los datos asociados sin revision por caso; la baja es irreversible.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Clientes dados de baja con borrado irreversible de datos. Criticidad muy alta.;false;false;false;true;false;false;Baja autonoma e irreversible (criterio c) sin intervencion manual posterior.;"Cumplimiento Ley 25.326; sin mecanismo de reversion.";Gerente de Area (persona accountable);si;si;No;si;si;si;Negro;"Negro: ejecuta una baja irreversible con borrado de datos (criterio c) sin revision por caso (P5=Si) y alto impacto; conteo=4.";val
VAR-FG-N16;VAR-FG-N16;true;false;false;false;Agente que perfila automaticamente a mas del 10% de la base de clientes por su comportamiento y aplica ofertas vinculantes con un LLM externo por homologar, sin revision por caso.;Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Mas del 10% de la base perfilada con ofertas vinculantes aplicadas. Criticidad muy alta.;false;false;false;true;false;false;"LLM externo por homologar; profiling a escala (criterios a y e) con accion autonoma vinculante.";Cumplimiento Ley 25.326 y Defensa del Consumidor.;Gerente de Area (persona accountable);si;si;si;si;si;si;Negro;"Negro: perfila a mas del 10% de la base (criterios a y e) y aplica ofertas vinculantes con LLM externo por homologar sin revision (P5=Si); conteo=5.";val
VAR-FG-N17;VAR-FG-N17;true;false;false;false;"Sistema que aprueba y desembolsa automaticamente adelantos de efectivo a clientes segun un score, sin revision por caso; el desembolso no esta acotado a un tope predefinido.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Clientes con desembolsos financieros autonomos sin tope. Criticidad muy alta.;false;false;false;true;false;false;Decision financiera no acotada (criterio b) ejecutada sin revision por caso.;Cumplimiento BCRA y Ley 25.326.;Gerente de Area (persona accountable);si;si;No;si;si;si;Negro;"Negro: desembolsa adelantos financieros no acotados (criterio b) sin revision por caso (P5=Si) y alto impacto; conteo=4.";val
VAR-FG-N18;VAR-FG-N18;true;false;false;false;"Agente que ejecuta automaticamente reportes regulatorios de operaciones sospechosas a la autoridad usando un proveedor externo por homologar, sin revision por caso; un reporte erroneo expone a sancion directa.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Clientes reportados a la autoridad de forma autonoma. Criticidad maxima.;false;false;false;true;false;false;"Proveedor externo por homologar; exposicion a sancion regulatoria directa (criterio d) sin revision por caso.";Cumplimiento UIF y Ley 25.326.;Gerente de Area (persona accountable);si;si;si;si;si;si;Negro;"Negro: ejecuta reportes regulatorios con exposicion a sancion directa (criterio d) y proveedor externo por homologar sin revision (P5=Si); conteo=5.";val
VAR-FG-R19;VAR-FG-R19;true;false;false;false;"Sistema de scoring que condiciona el acceso al credito de clientes perfilando su riesgo con una API externa por homologar; un analista revisa y aprueba cada decision antes de notificar al cliente.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes solicitantes; el score condiciona el acceso al credito. Criticidad muy alta.";false;false;false;true;false;false;"API externa por homologar; decision financiera con profiling, pero el analista valida cada caso (P5=No).";"Cumplimiento BCRA y Ley 25.326; el analista decide cada solicitud.";Gerente de Area (persona accountable);si;si;si;si;No;si;Rojo;"Rojo: condiciona el acceso al credito perfilando al cliente (alto_impacto=Si por naturaleza financiera y profiling) con API externa por homologar, pero el analista valida cada caso (P5=No), por lo que no es Negro; conteo=4.";val
VAR-FG-R21;VAR-FG-R21;false;true;false;false;"Analizador que condiciona acciones legales sobre clientes con un modelo externo por homologar y riesgo legal si falla; el abogado valida cada hallazgo antes de actuar.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";El analisis condiciona acciones legales sobre clientes. Criticidad alta.;false;false;false;false;true;false;"Modelo externo por homologar; el abogado valida cada hallazgo (P5=No).";"Confidencialidad contractual; el abogado decide cada caso.";Gerente de Area (persona accountable);si;si;si;si;No;No;Rojo;"Rojo: datos confidenciales, condiciona acciones legales, modelo externo por homologar y riesgo legal (4 en Si), pero el abogado valida cada caso (P5=No) y la accion no es de alto impacto autonomo; conteo=4.";val
VAR-FG-R22;VAR-FG-R22;true;false;false;false;"Asistente de diagnostico que influye en la decision clinica con un modelo externo por homologar y riesgo legal; el medico revisa y decide cada paciente.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Pacientes; el sistema influye en el diagnostico. Criticidad muy alta.";false;false;false;true;false;false;"Modelo externo por homologar; el medico decide cada caso (P5=No).";"Datos de salud; cumplimiento regulatorio; el medico decide.";Gerente de Area (persona accountable);si;si;si;si;No;No;Rojo;"Rojo: influye en el diagnostico clinico con modelo externo por homologar y riesgo legal (4 en Si), pero el medico decide cada caso (P5=No); conteo=4.";val
VAR-FG-A24;VAR-FG-A24;true;false;false;false;"Recomendador que condiciona ofertas financieras a clientes perfilando su comportamiento, con framework interno certificado y riesgo legal si falla; el representante aprueba cada oferta antes de presentarla.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes; perfilamiento que condiciona la oferta (alto_impacto), pero el representante decide. Criticidad media.";false;false;false;true;false;false;"Framework interno certificado; profiling, pero el representante aprueba cada oferta (P5=No).";"Cumplimiento Ley 25.326 y Defensa del Consumidor; el representante decide.";Gerente de Area (persona accountable);si;si;No;si;No;si;Amarillo;"Amarillo: perfila al cliente condicionando ofertas financieras (alto_impacto=Si), pero con framework interno certificado (P3=No) y el representante aprueba cada oferta (P5=No); conteo=3.";val
VAR-FG-A18;VAR-FG-A18;true;false;false;false;"Sistema que perfila a mas de 100.000 clientes por su comportamiento de consumo para definir a quienes se ofrecen beneficios, con framework interno certificado; el equipo de marketing decide cada campania y sin riesgo legal directo.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Mas de 100.000 clientes perfilados (alto_impacto por escala), pero el equipo decide cada accion. Criticidad media.;false;false;false;true;false;false;"Framework interno certificado; profiling a escala, pero el equipo decide (P5=No).";"Cumplimiento Ley 25.326; el equipo decide cada campania.";Gerente de Area (persona accountable);si;si;No;No;No;si;Amarillo;"Amarillo: perfila a mas de 100.000 clientes (alto_impacto=Si por escala) con framework interno certificado, pero el equipo decide cada accion (P5=No) y sin proveedor externo ni riesgo legal; conteo=2.";val
VAR-FG-A19;VAR-FG-A19;true;false;false;false;"Sistema que perfila a mas del 10% de la base con un LLM externo por homologar para priorizar acciones comerciales; el responsable decide cada accion y sin riesgo legal directo.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Mas del 10% de la base perfilada (alto_impacto por escala), pero el responsable decide. Criticidad media.;false;false;false;true;false;false;"LLM externo por homologar; profiling a escala, pero el responsable decide (P5=No).";"Cumplimiento Ley 25.326; el responsable decide cada accion.";Gerente de Area (persona accountable);si;si;si;No;No;si;Amarillo;"Amarillo: perfila a mas del 10% de la base (alto_impacto=Si) con LLM externo por homologar, pero el responsable decide cada accion (P5=No) y sin riesgo legal directo; conteo=3.";val
VAR-FG-V16;VAR-FG-V16;false;false;true;false;"Asistente que muestra al empleado un resumen informativo de su propio historial de desempeño a partir de sus datos; no decide nada ni se comparte con terceros.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleado como unico usuario de su propio resumen; no decide sobre personas. Criticidad baja.";false;false;false;true;false;false;"Uso informativo de datos personales del propio empleado; sin automatizacion.";"Sin decisiones automaticas; el empleado consume su propio dato.";Gerente de Area (persona accountable);si;No;No;No;No;No;Verde;"Verde: usa datos personales del propio empleado (P1) de forma informativa, sin decidir ni automatizar; conteo=1.";val
VAR-FG-V17;VAR-FG-V17;false;false;true;false;"Asistente que traduce documentacion tecnica interna usando un LLM externo por homologar; sin datos personales, el autor revisa antes de usar.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados como usuarios; sin datos personales ni decision sobre personas. Criticidad baja.";true;false;false;false;false;false;"LLM externo por homologar, pero sin datos sensibles ni decisiones; el autor revisa.";"Sin datos personales; revision humana previa.";Gerente de Area (persona accountable);No;No;si;No;No;No;Verde;"Verde: usa un LLM externo por homologar (P3) pero sin datos personales ni decisiones, con revision humana; conteo=1.";val
VAR-FG-V18;VAR-FG-V18;false;true;false;false;"Tablero que muestra al gerente datos de contacto de clientes de forma informativa; no influye en decisiones ni automatiza ninguna accion.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Gerente como consumidor de un tablero informativo; no decide sobre personas. Criticidad baja.";false;false;false;true;false;false;"Uso informativo de datos personales; sin automatizacion ni decision.";"Solo lectura; sin acciones automaticas.";Gerente de Area (persona accountable);si;No;No;No;No;No;Verde;"Verde: muestra datos personales de forma informativa (P1), sin influir en decisiones ni automatizar; conteo=1.";val
VAR-FG-A20;VAR-FG-A20;false;true;false;false;"Asistente que resume historiales de clientes a partir de sus datos usando un LLM externo por homologar; es informativo, el representante decide y sin riesgo legal.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Representantes como usuarios de un resumen informativo. Criticidad media.;false;false;false;true;false;false;"LLM externo por homologar sobre datos personales; informativo, el representante decide.";"Cumplimiento Ley 25.326; el representante decide.";Gerente de Area (persona accountable);si;No;si;No;No;No;Amarillo;"Amarillo: datos personales (P1) y LLM externo por homologar (P3), informativo y el representante decide; conteo=2.";val
VAR-FG-A21;VAR-FG-A21;true;false;false;false;"Recomendador que sugiere al representante una accion para el cliente segun sus datos; el representante decide, con plataforma interna homologada y sin riesgo legal directo.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes via representante; influye en la oferta pero el representante decide. Criticidad media.";false;false;false;true;false;false;"Plataforma interna homologada; el representante decide cada accion.";"Cumplimiento Ley 25.326; el representante decide.";Gerente de Area (persona accountable);si;si;No;No;No;No;Amarillo;"Amarillo: datos personales (P1) e influye en la oferta (P2), pero el representante decide y plataforma interna homologada; conteo=2.";val
VAR-FG-A22;VAR-FG-A22;true;false;false;false;"Generador de comunicaciones a clientes a partir de sus datos que condicionan su decision, con riesgo reputacional si fallan; el responsable aprueba antes de enviar, con plataforma interna homologada.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";Clientes que reciben comunicaciones que condicionan su decision. Criticidad media.;false;false;false;true;false;false;"Plataforma interna homologada; el responsable aprueba antes de enviar.";"Cumplimiento Defensa del Consumidor; revision previa del responsable.";Gerente de Area (persona accountable);si;si;No;si;No;No;Amarillo;"Amarillo: datos personales (P1), influye en la decision del cliente (P2) y riesgo reputacional (P4), mitigado por revision previa y plataforma interna; conteo=3.";val
VAR-FG-A23;VAR-FG-A23;true;false;false;false;"Asistente que analiza datos de clientes e influye en la oferta que se les presenta, con un LLM externo por homologar; el representante decide y sin riesgo legal directo.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes via representante; influye en la oferta. Criticidad media.";false;false;false;true;false;false;"LLM externo por homologar; el representante decide cada oferta.";"Cumplimiento Ley 25.326; el representante decide.";Gerente de Area (persona accountable);si;si;si;No;No;No;Amarillo;"Amarillo: datos personales (P1), influye en la oferta (P2) y LLM externo por homologar (P3), el representante decide y sin riesgo legal; conteo=3.";val
VAR-FG-N19;VAR-FG-N19;false;true;false;false;"Agente que restringe automaticamente el acceso de empleados a sistemas criticos ante señales de riesgo, sin revision por caso; la restriccion limita derechos de acceso hasta una intervencion posterior.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Empleados con acceso restringido sin revision por caso; restriccion de derechos (criterio b). Criticidad alta.";false;false;false;true;false;false;"Restriccion de acceso autonoma (criterio b) sin revision por caso; supervision solo ex-post.";Cumplimiento normativa laboral y Ley 25.326.;Gerente de Area (persona accountable);si;si;No;No;si;si;Negro;"Negro: restringe el acceso de empleados (restriccion de derechos, criterio b) de forma autonoma sin revision por caso (P5=Si); el override Negro domina aunque el conteo sea 3.";val
VAR-FG-N20;VAR-FG-N20;false;true;false;false;"Sistema que ejecuta automaticamente el bloqueo de los pagos de un cliente ante un score de fraude, sin revision por caso; el bloqueo corta el acceso a sus fondos.";Operaciones;Proceso interno del area;"Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)";"Clientes con pagos bloqueados sin revision por caso; corte de acceso a fondos (criterio b). Criticidad muy alta.";false;false;false;true;false;false;Bloqueo autonomo (denegacion de acceso, criterio b) sin revision por caso.;Cumplimiento BCRA y Ley 25.326.;Gerente de Area (persona accountable);si;No;No;No;si;si;Negro;"Negro: bloquea los fondos del cliente (denegacion de acceso, criterio b) de forma autonoma sin revision por caso (P5=Si); el override Negro aplica aunque el conteo sea 2.";val
VAR-FG-T01;Evaluador de Calidad de Atencion;false;true;false;false;Sistema que analiza las transcripciones de las llamadas de cada agente de call center y calcula un score mensual de calidad de atencion (claridad, resolucion, tono), publicandolo en un ranking que el supervisor consulta para planificar el coaching y el feedback de su equipo.;Gestion de Contact Center;Proceso interno del area;"Cobertura de llamadas evaluadas >= 95%; correlacion del score con la auditoria manual >= 0;85; tiempo de armado del ranking < 2 horas";Empleados (140 agentes) cuyas llamadas se puntuan mensualmente. El ranking informa las decisiones de coaching y feedback del supervisor sobre cada agente. El supervisor decide cada accion. Criticidad media.;false;false;false;true;false;false;"El score se calcula sobre transcripciones completas y el supervisor lo usa como insumo; framework interno homologado; el agente puede pedir revision de su score.";"El sistema no toma decisiones sobre el agente; solo publica el score; cumplimiento Ley 25.326; el supervisor valida; presupuesto maximo USD 35.000";Lucia Fernandez - Gerente de Contact Center;si;si;No;No;No;No;Amarillo;;val
