split,case_id,ficha,p1,p2,p3,p4,p5,alto_impacto,acotado,reversible,escala_masiva,naturaleza_restrictiva,decision_financiera,irreversible_sin_intervencion,exposicion_regulatoria,profiling,clasificacion,razonamiento
train,VAR-FG-N02,"Nombre de la iniciativa: VAR-FG-N02
Tipo de intent: Operativo
Declaracion del intent: Agente que ejecuta cortes de servicio a clientes de forma autonoma segun un score de riesgo, sin aprobacion ni revision sistematica posterior; el corte no es reversible automaticamente.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes cortados; perdida de acceso al servicio. Criticidad muy alta.
Supuesto de riesgo inicial: Corte de servicio (denegacion de acceso) autonomo, sin revision sistematica ni mecanismo de reversion.
Restricciones explicitas: Cumplimiento Ley de Defensa del Consumidor y ENACOM.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,si,si,si,No,No,No,si,No,si,No,No,Negro,"Negro: corta el servicio (denegacion de acceso, criterio de naturaleza) de forma autonoma sin revision sistematica ni reversion -- P5=Si y alto impacto por naturaleza (criterio b)."
train,VAR-FG-N03,"Nombre de la iniciativa: VAR-FG-N03
Tipo de intent: Negocio
Declaracion del intent: Sistema que aprueba y ejecuta reintegros a clientes automaticamente sin revision por caso.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes con reintegros. Criticidad alta.
Supuesto de riesgo inicial: Ejecuta sin aprobacion previa por caso.
Restricciones explicitas: Cumplimiento Defensa del Consumidor.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,si,si,si,No,No,No,No,si,si,No,No,Negro,"Negro: aprueba y ejecuta reintegros de forma autonoma, sin revision humana por caso."
train,VAR-FG-N04,"Nombre de la iniciativa: VAR-FG-N04
Tipo de intent: Operativo
Declaracion del intent: Agente que bloquea cuentas de clientes de forma autonoma ante senales de riesgo, sin revision previa.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes bloqueados. Criticidad muy alta.
Supuesto de riesgo inicial: Bloqueo autonomo sin revision por caso.
Restricciones explicitas: Cumplimiento BCRA.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,si,si,si,No,No,No,si,No,No,No,No,Negro,"Negro: bloquea cuentas de clientes de forma autonoma ante senales de riesgo, sin revision previa."
train,VAR-FG-N05,"Nombre de la iniciativa: VAR-FG-N05
Tipo de intent: Negocio
Declaracion del intent: Sistema que evalua el perfil de riesgo crediticio de cada cliente en tiempo real y aprueba o rechaza la solicitud de credito de forma automatica, notificando el resultado sin intervencion humana.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes solicitantes; el sistema decide el acceso al credito en base a su perfil de riesgo. Criticidad muy alta.
Supuesto de riesgo inicial: Decision financiera (otorga o deniega acceso al credito) basada en perfilamiento automatizado, sin revision humana.
Restricciones explicitas: Cumplimiento BCRA y Ley 25.326.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,si,si,si,No,No,No,si,si,No,No,si,Negro,"Negro: perfila automaticamente el riesgo crediticio y decide el acceso al credito (naturaleza financiera, criterio b; profiling, criterio e) sin revision -- P5=Si y alto impacto."
train,VAR-FG-N06,"Nombre de la iniciativa: VAR-FG-N06
Tipo de intent: Operativo
Declaracion del intent: Agente que detecta incumplimientos contractuales de clientes corporativos y ejecuta automaticamente la terminacion del contrato al superar el umbral definido, sin intervencion humana previa; la terminacion es irreversible.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes corporativos con contrato terminado de forma permanente. Criticidad maxima.
Supuesto de riesgo inicial: Terminacion de contrato irreversible sin intervencion manual posterior, ejecutada de forma autonoma.
Restricciones explicitas: Cumplimiento Ley de Defensa del Consumidor; validacion legal de umbrales.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,si,si,si,No,No,No,si,No,si,No,No,Negro,Negro: termina contratos de forma autonoma e irreversible sin intervencion manual posterior -- P5=Si y alto impacto por irreversibilidad (criterio c).
train,VAR-FG-N07,"Nombre de la iniciativa: VAR-FG-N07
Tipo de intent: Operativo
Declaracion del intent: Agente que perfila automaticamente el riesgo de abandono de cada cliente segun su comportamiento de consumo y ejecuta de forma autonoma ofertas de retencion vinculantes (descuentos contractuales) basadas en ese perfil, sin aprobacion por caso.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes perfilados y con ofertas vinculantes aplicadas. Criticidad alta.
Supuesto de riesgo inicial: Perfilamiento automatizado del comportamiento del cliente que dispara acciones vinculantes autonomas, sin revision.
Restricciones explicitas: Cumplimiento Ley de Defensa del Consumidor y Ley 25.326.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,si,si,si,No,No,No,No,No,No,No,si,Negro,"Negro: perfila automaticamente el comportamiento del cliente (profiling, criterio e) y ejecuta ofertas vinculantes basadas en ese perfil sin revision -- P5=Si y alto impacto."
val,VAR-FG-N08,"Nombre de la iniciativa: VAR-FG-N08
Tipo de intent: Operativo
Declaracion del intent: Agente que da de baja servicios de clientes automaticamente segun reglas de riesgo, sin revision previa.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes dados de baja. Criticidad muy alta.
Supuesto de riesgo inicial: Baja autonoma sin revision por caso.
Restricciones explicitas: Cumplimiento regulatorio.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,si,si,si,No,No,No,si,No,No,No,No,Negro,
val,VAR-FG-N09,"Nombre de la iniciativa: VAR-FG-N09
Tipo de intent: Negocio
Declaracion del intent: Sistema que aplica penalidades a clientes y las ejecuta automaticamente sin intervencion humana.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes penalizados. Criticidad alta.
Supuesto de riesgo inicial: Penalidad autonoma sin revision.
Restricciones explicitas: Cumplimiento Defensa del Consumidor.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,si,si,si,No,No,No,No,si,No,No,No,Negro,
val,VAR-FG-N10,"Nombre de la iniciativa: VAR-FG-N10
Tipo de intent: Operativo
Declaracion del intent: Agente que reasigna recursos criticos de produccion de forma autonoma con impacto en clientes, sin revision.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes afectados por el servicio. Criticidad muy alta.
Supuesto de riesgo inicial: Reasignacion autonoma de alto impacto sin revision previa.
Restricciones explicitas: Cumplimiento regulatorio.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,si,si,si,No,No,No,si,No,No,No,No,Negro,
val,VAR-FG-N11,"Nombre de la iniciativa: VAR-FG-N11
Tipo de intent: Negocio
Declaracion del intent: Sistema que ejecuta ajustes de tarifa al cliente de forma automatica sin aprobacion por caso.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes con cambios de tarifa. Criticidad alta.
Supuesto de riesgo inicial: Ajuste autonomo sin revision previa.
Restricciones explicitas: Cumplimiento Defensa del Consumidor y ENACOM.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,si,si,si,No,No,No,No,si,No,No,No,Negro,
train,VAR-FG-V13,"Nombre de la iniciativa: VAR-FG-V13
Tipo de intent: Negocio
Declaracion del intent: Sistema que muestra al representante un resumen del historial de contactos del cliente antes de la llamada; es informativo y el representante decide como gestionar. Opera sobre el CRM interno homologado.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Representantes como usuarios; el resumen es informativo y no influye en decisiones sobre el cliente. Criticidad baja.
Supuesto de riesgo inicial: CRM interno homologado; el representante decide cada interaccion.
Restricciones explicitas: Cumplimiento Ley 25.326; sin proveedores externos; revision humana.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,No,No,No,No,No,No,No,No,No,No,No,No,No,Verde,"Verde: usa datos personales (P1) pero es informativo y el representante decide (P2=No), sin proveedor externo ni riesgo legal y con revision humana; conteo=1."
train,VAR-FG-V14,"Nombre de la iniciativa: VAR-FG-V14
Tipo de intent: Capacidad de Equipo
Declaracion del intent: Asistente que resume papers tecnicos de acceso publico usando un LLM externo que sera homologado antes del despliegue; sin datos personales, es informativo y el investigador valida antes de usar el resumen.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Investigadores como usuarios; sin impacto sobre personas. Criticidad baja.
Supuesto de riesgo inicial: El LLM externo sera homologado antes del despliegue; documentos publicos.
Restricciones explicitas: Sin datos personales; revision humana previa.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: ninguno sensible",No,No,si,No,No,No,No,No,No,No,No,No,No,No,Verde,"Verde: usa un LLM externo por homologar (P3) pero sin datos personales ni decisiones sobre personas, con revision humana; conteo=1."
val,VAR-FG-V15,"Nombre de la iniciativa: VAR-FG-V15
Tipo de intent: Operativo
Declaracion del intent: Sistema que arma para el propio empleado un resumen de su actividad a partir de sus datos personales, para autoconsulta; no alimenta evaluaciones ni decisiones.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: El empleado consulta su propia actividad; no se usa en evaluaciones ni decisiones sobre personas. Criticidad baja.
Supuesto de riesgo inicial: Uso interno informativo; sin proveedores externos.
Restricciones explicitas: Cumplimiento Ley 25.326; sin impacto en desempeno.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,No,No,No,No,No,No,No,No,No,No,No,No,No,Verde,"Verde: usa datos personales del propio empleado (P1) de forma informativa, sin decidir ni automatizar nada; conteo=1."
train,VAR-FG-A13,"Nombre de la iniciativa: VAR-FG-A13
Tipo de intent: Capacidad de Equipo
Declaracion del intent: Asistente que resume documentos internos con datos personales de empleados usando un LLM externo aun por homologar; es informativo y el autor valida antes de usar.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Empleados como usuarios; informativo. Criticidad media.
Supuesto de riesgo inicial: El LLM externo sera homologado antes del despliegue; revision humana.
Restricciones explicitas: Cumplimiento Ley 25.326; el autor valida.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,No,si,No,No,No,No,No,No,No,No,No,No,No,Amarillo,"Amarillo: datos personales (P1) y LLM externo por homologar (P3), mitigado por revision humana; sin decision directa ni riesgo legal; conteo=2."
train,VAR-FG-A14,"Nombre de la iniciativa: VAR-FG-A14
Tipo de intent: Negocio
Declaracion del intent: Sistema que sugiere al representante una accion de retencion segun el consumo del cliente; el representante decide que ofrecer. Plataforma interna homologada.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes via representante; el representante decide. Criticidad media.
Supuesto de riesgo inicial: Plataforma interna homologada; el representante decide.
Restricciones explicitas: Cumplimiento Ley 25.326 y Defensa del Consumidor; el representante decide.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,No,No,No,No,No,No,No,No,No,No,No,Amarillo,"Amarillo: datos personales (P1) e influye en la oferta al cliente (P2), pero el representante decide y no hay proveedor externo ni riesgo legal; conteo=2."
val,VAR-FG-A15,"Nombre de la iniciativa: VAR-FG-A15
Tipo de intent: Operativo
Declaracion del intent: Sistema que analiza datos personales de clientes para generar un informe interno de calidad de servicio; un error podria exponer a la empresa a reclamos; el equipo valida el informe antes de actuar.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes analizados de forma agregada; el equipo valida. Criticidad media.
Supuesto de riesgo inicial: Riesgo reputacional si el informe es erroneo; revision humana previa.
Restricciones explicitas: Cumplimiento Ley 25.326; sin proveedores externos.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,No,No,si,No,No,No,No,No,No,No,No,No,No,Amarillo,"Amarillo: datos personales (P1) y riesgo reputacional si el informe falla (P4), mitigado por revision humana previa; conteo=2."
train,VAR-FG-R12,"Nombre de la iniciativa: VAR-FG-R12
Tipo de intent: Operativo
Declaracion del intent: Agente que clasifica reclamos con un LLM externo por homologar y aplica de forma autonoma compensaciones acotadas a un catalogo aprobado (creditos menores), cerrando el caso; escala a humano solo fuera del catalogo. El efecto es reversible por el equipo de atencion.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes con reclamos; las compensaciones estan acotadas y son reversibles. Criticidad alta.
Supuesto de riesgo inicial: El LLM externo sera homologado antes del despliegue; el efecto es reversible y acotado al catalogo aprobado.
Restricciones explicitas: Compensaciones acotadas al catalogo aprobado; escalada a humano fuera de el; cumplimiento Defensa del Consumidor.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales, confidenciales",si,si,si,si,si,No,si,si,No,No,No,No,No,No,Rojo,"Rojo: cumple las 5 preguntas (datos personales, decision sobre el cliente, LLM externo por homologar, riesgo legal y ejecucion autonoma), pero la accion esta acotada a un catalogo aprobado y es reversible, por lo que alto_impacto=No y no escala a Negro; conteo=5."
val,VAR-FG-R13,"Nombre de la iniciativa: VAR-FG-R13
Tipo de intent: Negocio
Declaracion del intent: Agente que ajusta automaticamente beneficios del cliente dentro de bandas aprobadas usando un servicio externo por homologar; influye en la relacion comercial; los ajustes son reversibles y hay revision sistematica del log.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes con ajustes acotados a bandas y reversibles. Criticidad alta.
Supuesto de riesgo inicial: Servicio externo por homologar; ajustes reversibles dentro de bandas con revision sistematica del log.
Restricciones explicitas: Ajustes acotados a bandas aprobadas; cumplimiento Defensa del Consumidor.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales, confidenciales",si,si,si,si,si,No,si,si,No,No,No,No,No,No,Rojo,"Rojo: las 5 preguntas en Si, pero los ajustes estan acotados a bandas aprobadas y son reversibles con revision del log, por lo que alto_impacto=No y no es Negro; conteo=5."
train,VAR-FG-R14,"Nombre de la iniciativa: VAR-FG-R14
Tipo de intent: Negocio
Declaracion del intent: Motor de scoring crediticio que perfila al cliente y condiciona el acceso al credito; usa una API externa de scoring por homologar; el analista valida y registra cada decision antes de aplicarla.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes solicitantes; el score condiciona el acceso al credito y hay perfilamiento. Criticidad muy alta.
Supuesto de riesgo inicial: La API externa sera homologada antes de produccion; el analista valida cada caso antes de ejecutar.
Restricciones explicitas: Cumplimiento BCRA y Ley 25.326; el analista decide; sin variables discriminatorias.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,si,si,No,si,No,No,No,si,si,No,No,si,Rojo,"Rojo: condiciona el acceso al credito perfilando al cliente (alto_impacto=Si por naturaleza financiera y profiling), con API externa por homologar y riesgo regulatorio, pero el analista valida cada caso (P5=No), por lo que no es Negro; conteo=4."
val,VAR-FG-R15,"Nombre de la iniciativa: VAR-FG-R15
Tipo de intent: Negocio
Declaracion del intent: Sistema que evalua solicitudes de un beneficio financiero perfilando al cliente con un modelo externo por homologar; un comite humano aprueba cada caso antes de otorgar el beneficio.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes evaluados; decision financiera con perfilamiento. Criticidad alta.
Supuesto de riesgo inicial: Modelo externo por homologar; el comite aprueba cada caso antes de actuar.
Restricciones explicitas: Cumplimiento BCRA y Ley 25.326; revision humana por caso.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,si,si,No,si,No,No,No,No,si,No,No,si,Rojo,"Rojo: decision financiera con perfilamiento (alto_impacto=Si) y modelo externo por homologar, pero el comite aprueba cada caso (P5=No); conteo=4."
train,VAR-FG-A16,"Nombre de la iniciativa: VAR-FG-A16
Tipo de intent: Negocio
Declaracion del intent: Modelo predictivo de churn que perfila automaticamente a mas de 100.000 clientes y publica scores en el CRM; el equipo comercial decide autonomamente que accion tomar. Framework interno certificado; el sistema no actua sobre el cliente.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Mas de 100.000 clientes perfilados; el equipo comercial decide la accion. Criticidad media.
Supuesto de riesgo inicial: Framework interno certificado; el equipo decide cada accion.
Restricciones explicitas: Cumplimiento Ley 25.326; el sistema no actua sobre el cliente; sin discriminacion entre cohortes.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,No,No,si,No,si,si,No,No,No,No,si,Amarillo,"Amarillo: perfila a mas de 100.000 clientes (alto_impacto=Si por profiling a escala) con datos personales, pero el framework es interno certificado, sin proveedor externo ni riesgo legal y el equipo decide cada accion (P5=No); conteo=2."
val,VAR-FG-A17,"Nombre de la iniciativa: VAR-FG-A17
Tipo de intent: Negocio
Declaracion del intent: Sistema que segmenta y perfila a mas del 10% de la base de clientes para campanias usando un LLM externo por homologar; el responsable de marketing decide cada campania.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Mas del 10% de la base perfilada; el responsable decide. Criticidad media.
Supuesto de riesgo inicial: LLM externo por homologar; el responsable decide cada campania.
Restricciones explicitas: Cumplimiento Ley 25.326; el responsable decide; sin discriminacion.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,si,No,No,si,No,No,si,No,No,No,No,si,Amarillo,"Amarillo: perfila a mas del 10% de la base (alto_impacto=Si) con LLM externo por homologar, pero el responsable decide cada campania (P5=No) y no hay riesgo legal directo; conteo=3."
train,VAR-FG-N12,"Nombre de la iniciativa: VAR-FG-N12
Tipo de intent: Operativo
Declaracion del intent: Agente que cancela automaticamente beneficios a empleados con cuotas vencidas en un proceso nocturno sin revision por caso; RRHH recibe un reporte al dia siguiente. La cancelacion restringe el acceso del empleado al beneficio.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Empleados con beneficios cancelados; restriccion de acceso sin revision por caso. Criticidad alta.
Supuesto de riesgo inicial: Ejecucion autonoma sin revision por caso; supervision solo ex-post.
Restricciones explicitas: Cumplimiento normativa laboral y Ley 25.326; reporte ex-post a RRHH.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,No,si,si,No,No,No,si,No,No,No,No,Negro,"Negro: ejecuta de forma autonoma sin revision por caso (P5=Si) una restriccion de acceso del empleado (alto_impacto por naturaleza, criterio b); el override Negro domina aunque el conteo sea 3."
val,VAR-FG-N13,"Nombre de la iniciativa: VAR-FG-N13
Tipo de intent: Negocio
Declaracion del intent: Pipeline que aprueba y ejecuta microcreditos de forma autonoma usando un LLM externo por homologar, sin intervencion humana por solicitud; la decision financiera es irreversible sin accion manual posterior.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes solicitantes; decision financiera autonoma e irreversible. Criticidad maxima.
Supuesto de riesgo inicial: LLM externo por homologar; ejecucion autonoma e irreversible sin revision por caso.
Restricciones explicitas: Cumplimiento BCRA y Ley 25.065; el cliente puede pedir revision humana ex-post.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales, confidenciales",si,si,si,si,si,si,No,No,No,No,si,si,No,No,Negro,Negro: aprueba y ejecuta microcreditos de forma autonoma e irreversible sin revision por caso (P5=Si) con alto impacto financiero; el override Negro aplica; conteo=5.
val,VAR-FG-R16,"Nombre de la iniciativa: VAR-FG-R16
Tipo de intent: Negocio
Declaracion del intent: Agente que acredita automaticamente bonificaciones de fidelizacion a clientes acotadas a un catalogo de beneficios aprobado, sin aprobacion por caso; cada credito es reversible y queda en un log revisable.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes con bonificaciones acotadas y reversibles. Criticidad alta.
Supuesto de riesgo inicial: Accion autonoma acotada a un catalogo aprobado y reversible; revision del log ex-post.
Restricciones explicitas: Cumplimiento Defensa del Consumidor; beneficios dentro del catalogo.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,si,si,No,si,si,No,No,No,No,No,No,Rojo,"Rojo: acredita bonificaciones de forma autonoma sin revision por caso (P5=Si), pero acotadas a un catalogo aprobado y reversibles, por lo que alto_impacto=No y no es Negro; conteo=4."
val,VAR-FG-R17,"Nombre de la iniciativa: VAR-FG-R17
Tipo de intent: Negocio
Declaracion del intent: Asistente que ejecuta ajustes de plan dentro de bandas tarifarias aprobadas usando un LLM externo por homologar, sin aprobacion por caso; los ajustes son reversibles y se revisan por log.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes con ajustes acotados a bandas y reversibles. Criticidad alta.
Supuesto de riesgo inicial: LLM externo por homologar; ajuste autonomo acotado a bandas y reversible.
Restricciones explicitas: Cumplimiento Defensa del Consumidor y ENACOM; ajustes dentro de banda.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,si,si,si,No,si,si,No,No,No,No,No,No,Rojo,"Rojo: ajusta planes de forma autonoma (P5=Si) con LLM externo por homologar, pero dentro de bandas aprobadas y reversible, por lo que alto_impacto=No; conteo=5."
val,VAR-FG-R18,"Nombre de la iniciativa: VAR-FG-R18
Tipo de intent: Operativo
Declaracion del intent: Sistema que reprograma automaticamente turnos de clientes dentro de la grilla disponible sin aprobacion por caso; el cliente puede reagendar cuando quiera.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes con turnos reprogramados de forma acotada y reversible. Criticidad alta.
Supuesto de riesgo inicial: Reprogramacion autonoma acotada a la grilla y reversible por el cliente.
Restricciones explicitas: Cumplimiento Defensa del Consumidor; el cliente puede reagendar.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,si,si,No,si,si,No,No,No,No,No,No,Rojo,"Rojo: reprograma turnos de forma autonoma (P5=Si), pero acotado a la grilla y reversible por el cliente, alto_impacto=No; conteo=4 sin proveedor externo."
val,VAR-FG-R23,"Nombre de la iniciativa: VAR-FG-R23
Tipo de intent: Negocio
Declaracion del intent: Agente que ejecuta reembolsos a clientes acotados a un catalogo de montos aprobado usando un LLM externo por homologar, sin aprobacion por caso; cada reembolso es reversible y queda en un log revisable.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes con reembolsos acotados y reversibles. Criticidad alta.
Supuesto de riesgo inicial: LLM externo por homologar; ejecucion autonoma acotada a un catalogo y reversible.
Restricciones explicitas: Cumplimiento Defensa del Consumidor; montos dentro del catalogo.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,si,si,si,No,si,si,No,No,No,No,No,No,Rojo,"Rojo: ejecuta reembolsos de forma autonoma (P5=Si) con LLM externo por homologar, pero acotados a un catalogo de montos y reversibles, alto_impacto=No; conteo=5."
val,VAR-FG-N14,"Nombre de la iniciativa: VAR-FG-N14
Tipo de intent: Operativo
Declaracion del intent: Agente que ejecuta automaticamente la suspension del servicio a clientes ante señales de riesgo, sin revision por caso; la suspension corta el acceso hasta una intervencion manual posterior.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes suspendidos; corte de acceso al servicio. Criticidad muy alta.
Supuesto de riesgo inicial: Corte de servicio (denegacion de acceso, criterio b) autonomo sin revision por caso.
Restricciones explicitas: Cumplimiento Defensa del Consumidor y ENACOM.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,si,si,si,No,No,No,si,No,si,No,No,Negro,"Negro: corta el servicio (denegacion de acceso, criterio b) de forma autonoma sin revision por caso (P5=Si) y alto impacto; conteo=4."
val,VAR-FG-N15,"Nombre de la iniciativa: VAR-FG-N15
Tipo de intent: Operativo
Declaracion del intent: Sistema que ejecuta automaticamente la baja definitiva de cuentas inactivas y borra los datos asociados sin revision por caso; la baja es irreversible.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes dados de baja con borrado irreversible de datos. Criticidad muy alta.
Supuesto de riesgo inicial: Baja autonoma e irreversible (criterio c) sin intervencion manual posterior.
Restricciones explicitas: Cumplimiento Ley 25.326; sin mecanismo de reversion.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,si,si,si,No,No,No,si,No,si,No,No,Negro,Negro: ejecuta una baja irreversible con borrado de datos (criterio c) sin revision por caso (P5=Si) y alto impacto; conteo=4.
