split,case_id,ficha,p1,p2,p3,p4,p5,clasificacion,razonamiento
train,VAR-FG-N05,"Nombre de la iniciativa: VAR-FG-N05
Tipo de intent: Negocio
Declaracion del intent: Sistema que evalua el perfil de riesgo crediticio de cada cliente en tiempo real y aprueba o rechaza la solicitud de credito de forma automatica, notificando el resultado sin intervencion humana.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes solicitantes; el sistema decide el acceso al credito en base a su perfil de riesgo. Criticidad muy alta.
Supuesto de riesgo inicial: Decision financiera (otorga o deniega acceso al credito) basada en perfilamiento automatizado, sin revision humana.
Restricciones explicitas: Cumplimiento BCRA y Ley 25.326.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",,,,,,Negro,"Negro: perfila automaticamente el riesgo crediticio y decide el acceso al credito (naturaleza financiera, criterio b; profiling, criterio e) sin revision -- P5=Si y alto impacto."
train,VAR-FG-N06,"Nombre de la iniciativa: VAR-FG-N06
Tipo de intent: Operativo
Declaracion del intent: Agente que detecta incumplimientos contractuales de clientes corporativos y ejecuta automaticamente la terminacion del contrato al superar el umbral definido, sin intervencion humana previa; la terminacion es irreversible.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes corporativos con contrato terminado de forma permanente. Criticidad maxima.
Supuesto de riesgo inicial: Terminacion de contrato irreversible sin intervencion manual posterior, ejecutada de forma autonoma.
Restricciones explicitas: Cumplimiento Ley de Defensa del Consumidor; validacion legal de umbrales.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",,,,,,Negro,Negro: termina contratos de forma autonoma e irreversible sin intervencion manual posterior -- P5=Si y alto impacto por irreversibilidad (criterio c).
train,VAR-FG-N07,"Nombre de la iniciativa: VAR-FG-N07
Tipo de intent: Operativo
Declaracion del intent: Agente que perfila automaticamente el riesgo de abandono de cada cliente segun su comportamiento de consumo y ejecuta de forma autonoma ofertas de retencion vinculantes (descuentos contractuales) basadas en ese perfil, sin aprobacion por caso.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes perfilados y con ofertas vinculantes aplicadas. Criticidad alta.
Supuesto de riesgo inicial: Perfilamiento automatizado del comportamiento del cliente que dispara acciones vinculantes autonomas, sin revision.
Restricciones explicitas: Cumplimiento Ley de Defensa del Consumidor y Ley 25.326.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",,,,,,Negro,"Negro: perfila automaticamente el comportamiento del cliente (profiling, criterio e) y ejecuta ofertas vinculantes basadas en ese perfil sin revision -- P5=Si y alto impacto."
val,VAR-FG-N08,"Nombre de la iniciativa: VAR-FG-N08
Tipo de intent: Operativo
Declaracion del intent: Agente que da de baja servicios de clientes automaticamente segun reglas de riesgo, sin revision previa.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes dados de baja. Criticidad muy alta.
Supuesto de riesgo inicial: Baja autonoma sin revision por caso.
Restricciones explicitas: Cumplimiento regulatorio.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",,,,,,Negro,
val,VAR-FG-N09,"Nombre de la iniciativa: VAR-FG-N09
Tipo de intent: Negocio
Declaracion del intent: Sistema que aplica penalidades a clientes y las ejecuta automaticamente sin intervencion humana.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes penalizados. Criticidad alta.
Supuesto de riesgo inicial: Penalidad autonoma sin revision.
Restricciones explicitas: Cumplimiento Defensa del Consumidor.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",,,,,,Negro,
val,VAR-FG-N10,"Nombre de la iniciativa: VAR-FG-N10
Tipo de intent: Operativo
Declaracion del intent: Agente que reasigna recursos criticos de produccion de forma autonoma con impacto en clientes, sin revision.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes afectados por el servicio. Criticidad muy alta.
Supuesto de riesgo inicial: Reasignacion autonoma de alto impacto sin revision previa.
Restricciones explicitas: Cumplimiento regulatorio.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",,,,,,Negro,
val,VAR-FG-N11,"Nombre de la iniciativa: VAR-FG-N11
Tipo de intent: Negocio
Declaracion del intent: Sistema que ejecuta ajustes de tarifa al cliente de forma automatica sin aprobacion por caso.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes con cambios de tarifa. Criticidad alta.
Supuesto de riesgo inicial: Ajuste autonomo sin revision previa.
Restricciones explicitas: Cumplimiento Defensa del Consumidor y ENACOM.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",,,,,,Negro,
test,W-01,"Nombre de la iniciativa: Score social de clientes
Tipo de intent: Negocio
Declaracion del intent: Sistema que calcula un puntaje social de cada cliente combinando historial de pago, actividad en redes sociales y patrones de consumo, y restringe automaticamente su acceso a productos y promociones segun ese puntaje, sin intervencion.
Area proponente: Marketing
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Aumento de conversion del 12%
Impacto en personas: Toda la base de clientes; el puntaje condiciona su acceso.
Supuesto de riesgo inicial: Decision autonoma sobre acceso a partir de perfilado social.
Restricciones explicitas: Uso de datos personales y de redes.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",,,,,,Negro,"AI Act Art.5(c) social scoring (prohibido) + autonomo. AR: AAIP/Ley 25.326, Def. Consumidor."
test,W-02,"Nombre de la iniciativa: Decision automatica de credito
Tipo de intent: Negocio
Declaracion del intent: Sistema que evalua el riesgo crediticio y aprueba o rechaza la solicitud de credito de forma automatica, notificando el resultado al cliente sin intervencion humana.
Area proponente: Riesgo Crediticio
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion del tiempo de aprobacion a minutos
Impacto en personas: Solicitantes de credito; el sistema decide el acceso.
Supuesto de riesgo inicial: Decision financiera autonoma sin revision.
Restricciones explicitas: Cumplimiento BCRA.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",,,,,,Negro,"AI Act Anexo III 5(b) creditworthiness + autonomo. AR: BCRA, Ley 25.326."
test,W-03,"Nombre de la iniciativa: Analisis emocional de empleados
Tipo de intent: Operativo
Declaracion del intent: Herramienta que infiere el estado emocional de los empleados a partir de camara y voz durante la jornada y ajusta automaticamente sus metas y asignaciones segun ese analisis.
Area proponente: Recursos Humanos
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Mejora de productividad del equipo
Impacto en personas: Empleados monitoreados; afecta sus metas.
Supuesto de riesgo inicial: Inferencia emocional automatica que dispara acciones.
Restricciones explicitas: Datos personales de empleados.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",,,,,,Negro,AI Act Art.5(f) reconocimiento de emociones en el trabajo (prohibido). AR: Ley 25.326.
test,W-04,"Nombre de la iniciativa: Baja automatica por desempeno
Tipo de intent: Operativo
Declaracion del intent: Agente que evalua el desempeno de cada empleado con un score y ejecuta automaticamente la terminacion del vinculo laboral al caer bajo el umbral, sin intervencion previa.
Area proponente: Recursos Humanos
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de costos de personal
Impacto en personas: Empleados; el sistema decide la desvinculacion.
Supuesto de riesgo inicial: Terminacion laboral autonoma e irreversible.
Restricciones explicitas: Cumplimiento laboral.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",,,,,,Negro,"AI Act Anexo III 4(b) gestion laboral / despido + autonomo. AR: LCT, Ley 25.326."
test,W-05,"Nombre de la iniciativa: Corte automatico por impago
Tipo de intent: Operativo
Declaracion del intent: Agente que ejecuta el corte del servicio a los clientes con facturas vencidas de forma autonoma segun un umbral, sin revision ni aprobacion posterior.
Area proponente: Cobranzas
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de mora del 8%
Impacto en personas: Clientes cortados; perdida de acceso al servicio.
Supuesto de riesgo inicial: Corte de servicio autonomo sin revision.
Restricciones explicitas: Cumplimiento ENACOM.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",,,,,,Negro,"Denegacion de acceso a servicio esencial + autonomo. AR: ENACOM, Def. Consumidor."
test,W-06,"Nombre de la iniciativa: Scoring crediticio asistido
Tipo de intent: Negocio
Declaracion del intent: Sistema que calcula un score de riesgo crediticio y lo propone, pero un analista de credito revisa y decide cada solicitud antes de notificar al cliente.
Area proponente: Riesgo Crediticio
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion del tiempo de analisis
Impacto en personas: Solicitantes; un analista decide.
Supuesto de riesgo inicial: Apoyo a la decision; humano valida cada caso.
Restricciones explicitas: Cumplimiento BCRA; revision humana.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",,,,,,Rojo,AI Act Anexo III 5(b) + revision humana; impacto financiero sobre datos personales. AR: BCRA.
test,W-07,"Nombre de la iniciativa: Ranking de candidatos
Tipo de intent: Operativo
Declaracion del intent: Sistema que ordena y puntua los candidatos a una busqueda laboral para el reclutador, que entrevista y decide a quien avanzar.
Area proponente: Recursos Humanos
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion del tiempo de screening
Impacto en personas: Postulantes; el reclutador decide.
Supuesto de riesgo inicial: Ranking asistivo; humano decide.
Restricciones explicitas: Datos personales de postulantes.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",,,,,,Amarillo,AI Act Anexo III 4(a) + revision humana; impacto acotado y reversible (no sensible). AR: Ley 25.326.
test,W-08,"Nombre de la iniciativa: Pricing asistido de seguros
Tipo de intent: Negocio
Declaracion del intent: Sistema que sugiere la prima de un seguro de salud segun el perfil de riesgo; un actuario revisa y aprueba el valor final antes de ofrecerlo.
Area proponente: Actuarial
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Mejora de la precision del pricing
Impacto en personas: Asegurados; un actuario aprueba.
Supuesto de riesgo inicial: Sugerencia de prima con validacion humana.
Restricciones explicitas: Cumplimiento Superintendencia de Seguros.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",,,,,,Rojo,"AI Act Anexo III 5(c) + revision humana; datos de salud sensibles. AR: SSN, Ley 25.326."
test,W-09,"Nombre de la iniciativa: Pre-evaluacion de beneficios
Tipo de intent: Negocio
Declaracion del intent: Sistema que evalua la elegibilidad a un beneficio de asistencia y arma un dictamen que un agente revisa y confirma antes de comunicar la resolucion.
Area proponente: Atencion Social
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempos de resolucion
Impacto en personas: Beneficiarios; un agente confirma.
Supuesto de riesgo inicial: Dictamen asistido con revision humana.
Restricciones explicitas: Datos personales sensibles.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",,,,,,Rojo,"AI Act Anexo III 5(a) + revision humana; acceso a beneficio esencial, datos sensibles. AR: Ley 25.326."
test,W-10,"Nombre de la iniciativa: Chatbot de atencion
Tipo de intent: Negocio
Declaracion del intent: Chatbot de atencion que responde consultas frecuentes de clientes y deriva a un humano cualquier caso fuera de su alcance; usa un modelo de un proveedor externo aun no homologado.
Area proponente: Atencion al Cliente
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Resolucion del 60% de consultas en primer contacto
Impacto en personas: Clientes consultantes; deriva a humano.
Supuesto de riesgo inicial: No toma decisiones; modelo externo no homologado.
Restricciones explicitas: Proveedor externo.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",,,,,,Amarillo,AI Act riesgo limitado (transparencia) + modelo externo. AR: Def. Consumidor.
test,W-11,"Nombre de la iniciativa: Sugeridor de respuestas
Tipo de intent: Operativo
Declaracion del intent: Asistente que redacta respuestas sugeridas a reclamos de clientes; un agente las revisa, edita y envia. Usa un proveedor externo no homologado.
Area proponente: Atencion al Cliente
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion del tiempo de respuesta
Impacto en personas: Clientes; un agente envia la respuesta final.
Supuesto de riesgo inicial: Sugerencia con revision humana; modelo externo.
Restricciones explicitas: Proveedor externo no homologado.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",,,,,,Amarillo,AI Act riesgo limitado + modelo externo; el humano envia. AR: Def. Consumidor.
test,W-12,"Nombre de la iniciativa: Boletin de noticias
Tipo de intent: Negocio
Declaracion del intent: Servicio que resume noticias publicas del sector y las envia a los clientes en un boletin, usando un modelo de un proveedor externo no homologado.
Area proponente: Marketing
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Aumento de apertura del boletin
Impacto en personas: Clientes lectores; contenido informativo.
Supuesto de riesgo inicial: Contenido a clientes via modelo externo.
Restricciones explicitas: Fuentes publicas.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: publicos",,,,,,Amarillo,AI Act riesgo limitado + modelo externo expuesto a clientes. AR: n/a.
test,W-13,"Nombre de la iniciativa: Resumen de docs tecnicas
Tipo de intent: Capacidad de Equipo
Declaracion del intent: Asistente que resume documentacion tecnica interna del equipo para acelerar el onboarding; el autor revisa antes de publicar. No usa datos personales.
Area proponente: Ingenieria
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion del tiempo de onboarding
Impacto en personas: Empleados como usuarios; sin decision sobre personas.
Supuesto de riesgo inicial: Uso interno; revision humana previa.
Restricciones explicitas: Sin datos personales.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: ninguno sensible",,,,,,Verde,"AI Act riesgo minimo. Interno, sin datos personales, revision humana."
test,W-14,"Nombre de la iniciativa: Borradores de comunicados
Tipo de intent: Capacidad de Equipo
Declaracion del intent: Generador de borradores de comunicados internos a partir de notas del equipo; el autor edita y aprueba antes de difundir. No usa datos personales.
Area proponente: Comunicacion Interna
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion del tiempo de redaccion
Impacto en personas: Empleados como usuarios; sin decision sobre personas.
Supuesto de riesgo inicial: Uso interno; autor aprueba.
Restricciones explicitas: Sin datos personales.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: ninguno sensible",,,,,,Verde,"AI Act riesgo minimo. Interno, sin datos personales, revision humana."
